,Year,Month,Day,Day of Year,Anomaly,Temperature,Month_Name
46801,2008,2,20,51,0.484,9.074,February
46802,2008,2,21,52,0.487,9.077,February
46803,2008,2,22,53,0.97,9.56,February
46804,2008,2,23,54,1.243,9.833,February
46805,2008,2,24,55,1.35,9.94,February
46806,2008,2,25,56,1.405,9.995,February
46807,2008,2,26,57,1.405,9.995,February
46808,2008,2,27,58,1.341,9.931,February
46809,2008,2,28,59,1.328,9.918,February
46810,2008,2,29,60,1.524,10.114,February
46811,2008,3,1,61,1.714,10.304,March
46812,2008,3,2,62,2.013,10.603,March
46813,2008,3,3,63,2.135,10.725,March
46814,2008,3,4,64,2.073,10.663,March
46815,2008,3,5,65,1.873,10.463,March
46816,2008,3,6,66,1.816,10.406,March
46817,2008,3,7,67,1.959,10.549,March
46818,2008,3,8,68,1.958,10.548,March
46819,2008,3,9,69,1.763,10.353,March
46820,2008,3,10,70,1.83,10.42,March
46821,2008,3,11,71,1.932,10.522,March
46822,2008,3,12,72,1.856,10.446,March
46823,2008,3,13,73,1.743,10.333,March
46824,2008,3,14,74,1.515,10.105,March
46825,2008,3,15,75,1.31,9.9,March
46826,2008,3,16,76,1.043,9.633,March
46827,2008,3,17,77,1.21,9.8,March
46828,2008,3,18,78,1.274,9.864,March
46829,2008,3,19,79,1.468,10.058,March
46830,2008,3,20,80,1.572,10.161999999999999,March
46831,2008,3,21,81,1.554,10.144,March
46832,2008,3,22,82,1.78,10.37,March
46833,2008,3,23,83,1.671,10.261,March
46834,2008,3,24,84,1.782,10.372,March
46835,2008,3,25,85,1.972,10.562,March
46836,2008,3,26,86,1.977,10.567,March
46837,2008,3,27,87,1.69,10.28,March
46838,2008,3,28,88,1.575,10.165,March
46839,2008,3,29,89,1.654,10.244,March
46840,2008,3,30,90,1.527,10.116999999999999,March
46841,2008,3,31,91,1.689,10.279,March
46842,2008,4,1,92,1.538,10.128,April
46843,2008,4,2,93,1.52,10.11,April
46844,2008,4,3,94,1.207,9.797,April
46845,2008,4,4,95,1.032,9.622,April
46846,2008,4,5,96,1.065,9.655,April
46847,2008,4,6,97,1.414,10.004,April
46848,2008,4,7,98,1.523,10.113,April
46849,2008,4,8,99,1.469,10.059,April
46850,2008,4,9,100,1.592,10.182,April
46851,2008,4,10,101,1.487,10.077,April
46852,2008,4,11,102,1.363,9.953,April
46853,2008,4,12,103,1.229,9.818999999999999,April
46854,2008,4,13,104,1.163,9.753,April
46855,2008,4,14,105,0.541,9.131,April
46856,2008,4,15,106,0.396,8.986,April
46857,2008,4,16,107,0.52,9.11,April
46858,2008,4,17,108,0.605,9.195,April
46859,2008,4,18,109,0.743,9.333,April
46860,2008,4,19,110,0.618,9.208,April
46861,2008,4,20,111,0.666,9.256,April
46862,2008,4,21,112,0.745,9.334999999999999,April
46863,2008,4,22,113,1.035,9.625,April
46864,2008,4,23,114,1.065,9.655,April
46865,2008,4,24,115,1.217,9.807,April
46866,2008,4,25,116,1.352,9.942,April
46867,2008,4,26,117,1.448,10.038,April
46868,2008,4,27,118,1.405,9.995,April
46869,2008,4,28,119,1.151,9.741,April
46870,2008,4,29,120,0.964,9.554,April
46871,2008,4,30,121,0.821,9.411,April
46872,2008,5,1,122,1.062,9.652,May
46873,2008,5,2,123,1.031,9.621,May
46874,2008,5,3,124,0.831,9.421,May
46875,2008,5,4,125,0.957,9.547,May
46876,2008,5,5,126,1.097,9.687,May
46877,2008,5,6,127,1.009,9.599,May
46878,2008,5,7,128,0.893,9.483,May
46879,2008,5,8,129,0.644,9.234,May
46880,2008,5,9,130,0.572,9.161999999999999,May
46881,2008,5,10,131,0.747,9.337,May
46882,2008,5,11,132,0.835,9.425,May
46883,2008,5,12,133,0.864,9.454,May
46884,2008,5,13,134,0.813,9.403,May
46885,2008,5,14,135,1.06,9.65,May
46886,2008,5,15,136,1.266,9.856,May
46887,2008,5,16,137,1.103,9.693,May
46888,2008,5,17,138,1.032,9.622,May
46889,2008,5,18,139,0.92,9.51,May
46890,2008,5,19,140,0.845,9.435,May
46891,2008,5,20,141,0.773,9.363,May
46892,2008,5,21,142,0.708,9.298,May
46893,2008,5,22,143,0.73,9.32,May
46894,2008,5,23,144,0.83,9.42,May
46895,2008,5,24,145,0.84,9.43,May
46896,2008,5,25,146,0.758,9.347999999999999,May
46897,2008,5,26,147,0.672,9.262,May
46898,2008,5,27,148,0.696,9.286,May
46899,2008,5,28,149,0.595,9.185,May
46900,2008,5,29,150,0.315,8.905,May
46901,2008,5,30,151,0.291,8.881,May
46902,2008,5,31,152,0.552,9.142,May
46903,2008,6,1,153,0.72,9.31,June
46904,2008,6,2,154,0.835,9.425,June
46905,2008,6,3,155,0.83,9.42,June
46906,2008,6,4,156,0.709,9.299,June
46907,2008,6,5,157,0.848,9.438,June
46908,2008,6,6,158,1.021,9.611,June
46909,2008,6,7,159,1.105,9.695,June
46910,2008,6,8,160,0.977,9.567,June
46911,2008,6,9,161,0.769,9.359,June
46912,2008,6,10,162,0.624,9.214,June
46913,2008,6,11,163,0.655,9.245,June
46914,2008,6,12,164,0.588,9.177999999999999,June
46915,2008,6,13,165,0.605,9.195,June
46916,2008,6,14,166,0.689,9.279,June
46917,2008,6,15,167,0.672,9.262,June
46918,2008,6,16,168,0.433,9.023,June
46919,2008,6,17,169,0.568,9.158,June
46920,2008,6,18,170,0.617,9.207,June
46921,2008,6,19,171,0.785,9.375,June
46922,2008,6,20,172,0.771,9.361,June
46923,2008,6,21,173,0.609,9.199,June
46924,2008,6,22,174,0.495,9.084999999999999,June
46925,2008,6,23,175,0.397,8.987,June
46926,2008,6,24,176,0.315,8.905,June
46927,2008,6,25,177,0.448,9.038,June
46928,2008,6,26,178,0.858,9.448,June
46929,2008,6,27,179,1.037,9.626999999999999,June
46930,2008,6,28,180,1.045,9.635,June
46931,2008,6,29,181,0.803,9.393,June
46932,2008,6,30,182,0.673,9.263,June
46933,2008,7,1,183,0.524,9.114,July
46934,2008,7,2,183,0.372,8.962,July
46935,2008,7,3,184,0.347,8.937,July
46936,2008,7,4,185,0.247,8.837,July
46937,2008,7,5,186,0.306,8.895999999999999,July
46938,2008,7,6,187,0.625,9.215,July
46939,2008,7,7,188,0.797,9.387,July
46940,2008,7,8,189,0.505,9.095,July
46941,2008,7,9,190,0.406,8.996,July
46942,2008,7,10,191,0.493,9.083,July
46943,2008,7,11,192,0.762,9.352,July
46944,2008,7,12,193,1.018,9.608,July
46945,2008,7,13,194,1.176,9.766,July
46946,2008,7,14,195,1.142,9.732,July
46947,2008,7,15,196,1.037,9.626999999999999,July
46948,2008,7,16,197,1.035,9.625,July
46949,2008,7,17,198,1.155,9.745,July
46950,2008,7,18,199,1.227,9.817,July
46951,2008,7,19,200,1.103,9.693,July
46952,2008,7,20,201,1.112,9.702,July
46953,2008,7,21,202,1.073,9.663,July
46954,2008,7,22,203,0.824,9.414,July
46955,2008,7,23,204,0.791,9.381,July
46956,2008,7,24,205,0.711,9.301,July
46957,2008,7,25,206,0.936,9.526,July
46958,2008,7,26,207,1.15,9.74,July
46959,2008,7,27,208,1.365,9.955,July
46960,2008,7,28,209,1.325,9.915,July
46961,2008,7,29,210,1.135,9.725,July
46962,2008,7,30,211,1.116,9.706,July
46963,2008,7,31,212,1.065,9.655,July
46964,2008,8,1,213,1.066,9.656,August
46965,2008,8,2,214,0.906,9.496,August
46966,2008,8,3,215,0.767,9.357,August
46967,2008,8,4,216,0.669,9.259,August
46968,2008,8,5,217,0.639,9.229,August
46969,2008,8,6,218,0.499,9.089,August
46970,2008,8,7,219,0.511,9.100999999999999,August
46971,2008,8,8,220,0.387,8.977,August
46972,2008,8,9,221,0.242,8.832,August
46973,2008,8,10,222,0.304,8.894,August
46974,2008,8,11,223,0.368,8.958,August
46975,2008,8,12,224,0.412,9.002,August
46976,2008,8,13,225,0.551,9.141,August
46977,2008,8,14,226,0.8,9.39,August
46978,2008,8,15,227,0.706,9.296,August
46979,2008,8,16,228,0.816,9.406,August
46980,2008,8,17,229,0.65,9.24,August
46981,2008,8,18,230,0.533,9.123,August
46982,2008,8,19,231,0.395,8.985,August
46983,2008,8,20,232,0.351,8.940999999999999,August
46984,2008,8,21,233,0.372,8.962,August
46985,2008,8,22,234,0.219,8.809,August
46986,2008,8,23,235,0.22,8.81,August
46987,2008,8,24,236,0.518,9.108,August
46988,2008,8,25,237,0.544,9.134,August
46989,2008,8,26,238,0.479,9.068999999999999,August
46990,2008,8,27,239,0.506,9.096,August
46991,2008,8,28,240,0.549,9.139,August
46992,2008,8,29,241,0.493,9.083,August
46993,2008,8,30,242,0.57,9.16,August
46994,2008,8,31,243,0.574,9.164,August
46995,2008,9,1,244,0.774,9.364,September
46996,2008,9,2,245,1.184,9.774,September
46997,2008,9,3,246,1.042,9.632,September
46998,2008,9,4,247,1.007,9.597,September
46999,2008,9,5,248,0.797,9.387,September
47000,2008,9,6,249,0.558,9.148,September
47001,2008,9,7,250,0.598,9.188,September
47002,2008,9,8,251,0.665,9.254999999999999,September
47003,2008,9,9,252,0.867,9.457,September
47004,2008,9,10,253,0.952,9.542,September
47005,2008,9,11,254,1.111,9.701,September
47006,2008,9,12,255,1.0,9.59,September
47007,2008,9,13,256,0.817,9.407,September
47008,2008,9,14,257,0.603,9.193,September
47009,2008,9,15,258,0.388,8.978,September
47010,2008,9,16,259,0.117,8.707,September
47011,2008,9,17,260,0.116,8.706,September
47012,2008,9,18,261,0.448,9.038,September
47013,2008,9,19,262,0.718,9.308,September
47014,2008,9,20,263,0.792,9.382,September
47015,2008,9,21,264,0.63,9.22,September
47016,2008,9,22,265,0.588,9.177999999999999,September
47017,2008,9,23,266,0.497,9.087,September
47018,2008,9,24,267,0.66,9.25,September
47019,2008,9,25,268,0.827,9.417,September
47020,2008,9,26,269,0.823,9.413,September
47021,2008,9,27,270,0.849,9.439,September
47022,2008,9,28,271,0.887,9.477,September
47023,2008,9,29,272,1.042,9.632,September
47024,2008,9,30,273,1.148,9.738,September
47025,2008,10,1,274,1.324,9.914,October
47026,2008,10,2,275,1.356,9.946,October
47027,2008,10,3,276,1.304,9.894,October
47028,2008,10,4,277,1.046,9.636,October
47029,2008,10,5,278,1.085,9.675,October
47030,2008,10,6,279,1.195,9.785,October
47031,2008,10,7,280,0.963,9.552999999999999,October
47032,2008,10,8,281,0.784,9.374,October
47033,2008,10,9,282,0.716,9.306,October
47034,2008,10,10,283,0.895,9.485,October
47035,2008,10,11,284,1.109,9.699,October
47036,2008,10,12,285,1.21,9.8,October
47037,2008,10,13,286,1.264,9.854,October
47038,2008,10,14,287,1.414,10.004,October
47039,2008,10,15,288,1.39,9.98,October
47040,2008,10,16,289,1.366,9.956,October
47041,2008,10,17,290,1.305,9.895,October
47042,2008,10,18,291,1.227,9.817,October
47043,2008,10,19,292,1.19,9.78,October
47044,2008,10,20,293,1.188,9.778,October
47045,2008,10,21,294,1.114,9.704,October
47046,2008,10,22,295,0.92,9.51,October
47047,2008,10,23,296,0.894,9.484,October
47048,2008,10,24,297,0.957,9.547,October
47049,2008,10,25,298,1.084,9.674,October
47050,2008,10,26,299,1.002,9.592,October
47051,2008,10,27,300,0.978,9.568,October
47052,2008,10,28,301,1.175,9.765,October
47053,2008,10,29,302,1.304,9.894,October
47054,2008,10,30,303,1.385,9.975,October
47055,2008,10,31,304,1.572,10.161999999999999,October
47056,2008,11,1,305,1.428,10.018,November
47057,2008,11,2,306,1.388,9.978,November
47058,2008,11,3,307,1.501,10.091,November
47059,2008,11,4,308,1.562,10.152,November
47060,2008,11,5,309,1.471,10.061,November
47061,2008,11,6,310,1.279,9.869,November
47062,2008,11,7,311,1.024,9.614,November
47063,2008,11,8,312,0.814,9.404,November
47064,2008,11,9,313,0.823,9.413,November
47065,2008,11,10,314,0.857,9.447,November
47066,2008,11,11,315,0.837,9.427,November
47067,2008,11,12,316,0.9,9.49,November
47068,2008,11,13,317,0.858,9.448,November
47069,2008,11,14,318,0.811,9.401,November
47070,2008,11,15,319,0.718,9.308,November
47071,2008,11,16,320,0.482,9.072,November
47072,2008,11,17,321,0.254,8.844,November
47073,2008,11,18,322,0.169,8.759,November
47074,2008,11,19,323,0.174,8.764,November
47075,2008,11,20,324,0.411,9.001,November
47076,2008,11,21,325,0.554,9.144,November
47077,2008,11,22,326,0.731,9.321,November
47078,2008,11,23,327,0.942,9.532,November
47079,2008,11,24,328,1.287,9.876999999999999,November
47080,2008,11,25,329,1.47,10.06,November
47081,2008,11,26,330,1.637,10.227,November
47082,2008,11,27,331,1.757,10.347,November
47083,2008,11,28,332,1.613,10.203,November
47084,2008,11,29,333,1.545,10.135,November
47085,2008,11,30,334,1.55,10.14,November
47086,2008,12,1,335,1.374,9.964,December
47087,2008,12,2,336,1.137,9.727,December
47088,2008,12,3,337,0.727,9.317,December
47089,2008,12,4,338,0.448,9.038,December
47090,2008,12,5,339,0.58,9.17,December
47091,2008,12,6,340,0.721,9.311,December
47092,2008,12,7,341,0.818,9.408,December
47093,2008,12,8,342,0.698,9.288,December
47094,2008,12,9,343,0.788,9.378,December
47095,2008,12,10,344,0.722,9.312,December
47096,2008,12,11,345,0.548,9.138,December
47097,2008,12,12,346,0.635,9.225,December
47098,2008,12,13,347,0.405,8.995,December
47099,2008,12,14,348,0.27,8.86,December
47100,2008,12,15,349,0.19,8.78,December
47101,2008,12,16,350,0.161,8.751,December
47102,2008,12,17,351,0.078,8.668,December
47103,2008,12,18,352,-0.04,8.55,December
47104,2008,12,19,353,-0.015,8.575,December
47105,2008,12,20,354,0.153,8.743,December
47106,2008,12,21,355,0.192,8.782,December
47107,2008,12,22,356,0.11,8.7,December
47108,2008,12,23,357,0.237,8.827,December
47109,2008,12,24,358,0.569,9.158999999999999,December
47110,2008,12,25,359,0.593,9.183,December
47111,2008,12,26,360,0.688,9.278,December
47112,2008,12,27,361,1.184,9.774,December
47113,2008,12,28,362,1.48,10.07,December
47114,2008,12,29,363,1.392,9.982,December
47115,2008,12,30,364,1.219,9.809,December
47116,2008,12,31,365,1.288,9.878,December
47117,2009,1,1,1,1.167,9.757,January
47118,2009,1,2,2,0.782,9.372,January
47119,2009,1,3,3,0.569,9.158999999999999,January
47120,2009,1,4,4,0.494,9.084,January
47121,2009,1,5,5,0.544,9.134,January
47122,2009,1,6,6,0.529,9.119,January
47123,2009,1,7,7,0.515,9.105,January
47124,2009,1,8,8,0.482,9.072,January
47125,2009,1,9,9,0.518,9.108,January
47126,2009,1,10,10,0.507,9.097,January
47127,2009,1,11,11,0.497,9.087,January
47128,2009,1,12,12,0.685,9.275,January
47129,2009,1,13,13,0.832,9.422,January
47130,2009,1,14,14,1.0,9.59,January
47131,2009,1,15,15,1.285,9.875,January
47132,2009,1,16,16,1.468,10.058,January
47133,2009,1,17,17,1.872,10.462,January
47134,2009,1,18,18,1.986,10.576,January
47135,2009,1,19,19,1.747,10.337,January
47136,2009,1,20,20,1.437,10.027,January
47137,2009,1,21,21,1.24,9.83,January
47138,2009,1,22,22,1.239,9.829,January
47139,2009,1,23,23,0.938,9.528,January
47140,2009,1,24,24,0.964,9.554,January
47141,2009,1,25,25,1.034,9.624,January
47142,2009,1,26,26,1.097,9.687,January
47143,2009,1,27,27,1.269,9.859,January
47144,2009,1,28,28,1.246,9.836,January
47145,2009,1,29,29,1.185,9.775,January
47146,2009,1,30,30,1.19,9.78,January
47147,2009,1,31,31,1.052,9.642,January
47148,2009,2,1,32,1.094,9.684,February
47149,2009,2,2,33,1.12,9.71,February
47150,2009,2,3,34,1.329,9.919,February
47151,2009,2,4,35,1.552,10.142,February
47152,2009,2,5,36,1.828,10.418,February
47153,2009,2,6,37,2.158,10.748,February
47154,2009,2,7,38,2.071,10.661,February
47155,2009,2,8,39,1.754,10.344,February
47156,2009,2,9,40,1.426,10.016,February
47157,2009,2,10,41,1.426,10.016,February
47158,2009,2,11,42,1.194,9.783999999999999,February
47159,2009,2,12,43,0.844,9.434,February
47160,2009,2,13,44,0.638,9.228,February
47161,2009,2,14,45,0.513,9.103,February
47162,2009,2,15,46,0.496,9.086,February
47163,2009,2,16,47,0.401,8.991,February
47164,2009,2,17,48,0.39,8.98,February
47165,2009,2,18,49,0.408,8.998,February
47166,2009,2,19,50,0.385,8.975,February
47167,2009,2,20,51,0.575,9.165,February
47168,2009,2,21,52,0.777,9.366999999999999,February
47169,2009,2,22,53,0.586,9.176,February
47170,2009,2,23,54,0.495,9.084999999999999,February
47171,2009,2,24,55,0.55,9.14,February
47172,2009,2,25,56,0.744,9.334,February
47173,2009,2,26,57,0.736,9.326,February
47174,2009,2,27,58,0.776,9.366,February
47175,2009,2,28,59,0.728,9.318,February
47176,2009,3,1,60,0.624,9.214,March
47177,2009,3,2,61,0.55,9.14,March
47178,2009,3,3,62,1.021,9.611,March
47179,2009,3,4,63,1.064,9.654,March
47180,2009,3,5,64,0.99,9.58,March
47181,2009,3,6,65,1.037,9.626999999999999,March
47182,2009,3,7,66,1.122,9.712,March
47183,2009,3,8,67,0.982,9.572,March
47184,2009,3,9,68,0.624,9.214,March
47185,2009,3,10,69,0.545,9.135,March
47186,2009,3,11,70,0.431,9.020999999999999,March
47187,2009,3,12,71,0.344,8.934,March
47188,2009,3,13,72,0.452,9.042,March
47189,2009,3,14,73,0.568,9.158,March
47190,2009,3,15,74,0.665,9.254999999999999,March
47191,2009,3,16,75,0.887,9.477,March
47192,2009,3,17,76,0.96,9.55,March
47193,2009,3,18,77,0.926,9.516,March
47194,2009,3,19,78,0.97,9.56,March
47195,2009,3,20,79,1.084,9.674,March
47196,2009,3,21,80,1.351,9.940999999999999,March
47197,2009,3,22,81,1.276,9.866,March
47198,2009,3,23,82,1.027,9.616999999999999,March
47199,2009,3,24,83,1.042,9.632,March
47200,2009,3,25,84,1.193,9.783,March
47201,2009,3,26,85,1.166,9.756,March
47202,2009,3,27,86,1.333,9.923,March
47203,2009,3,28,87,1.242,9.832,March
47204,2009,3,29,88,1.246,9.836,March
47205,2009,3,30,89,1.307,9.897,March
47206,2009,3,31,90,1.305,9.895,March
47207,2009,4,1,91,1.311,9.901,April
47208,2009,4,2,92,1.541,10.131,April
47209,2009,4,3,93,1.412,10.001999999999999,April
47210,2009,4,4,94,1.208,9.798,April
47211,2009,4,5,95,1.198,9.788,April
47212,2009,4,6,96,1.351,9.940999999999999,April
47213,2009,4,7,97,1.365,9.955,April
47214,2009,4,8,98,1.265,9.855,April
47215,2009,4,9,99,1.19,9.78,April
47216,2009,4,10,100,1.065,9.655,April
47217,2009,4,11,101,0.939,9.529,April
47218,2009,4,12,102,0.919,9.509,April
47219,2009,4,13,103,1.062,9.652,April
47220,2009,4,14,104,1.081,9.671,April
47221,2009,4,15,105,1.103,9.693,April
47222,2009,4,16,106,0.952,9.542,April
47223,2009,4,17,107,1.048,9.638,April
47224,2009,4,18,108,1.196,9.786,April
47225,2009,4,19,109,1.301,9.891,April
47226,2009,4,20,110,1.211,9.801,April
47227,2009,4,21,111,1.245,9.835,April
47228,2009,4,22,112,1.256,9.846,April
47229,2009,4,23,113,1.089,9.679,April
47230,2009,4,24,114,1.07,9.66,April
47231,2009,4,25,115,1.128,9.718,April
47232,2009,4,26,116,0.952,9.542,April
47233,2009,4,27,117,1.228,9.818,April
47234,2009,4,28,118,1.565,10.155,April
47235,2009,4,29,119,1.871,10.461,April
47236,2009,4,30,120,1.992,10.582,April
47237,2009,5,1,121,1.779,10.369,May
47238,2009,5,2,122,1.666,10.256,May
47239,2009,5,3,123,1.466,10.056,May
47240,2009,5,4,124,1.289,9.879,May
47241,2009,5,5,125,1.316,9.906,May
47242,2009,5,6,126,1.462,10.052,May
47243,2009,5,7,127,1.386,9.975999999999999,May
47244,2009,5,8,128,1.224,9.814,May
47245,2009,5,9,129,1.158,9.748,May
47246,2009,5,10,130,0.771,9.361,May
47247,2009,5,11,131,0.717,9.307,May
47248,2009,5,12,132,0.552,9.142,May
47249,2009,5,13,133,0.335,8.925,May
47250,2009,5,14,134,0.15,8.74,May
47251,2009,5,15,135,0.031,8.621,May
47252,2009,5,16,136,0.247,8.837,May
47253,2009,5,17,137,0.349,8.939,May
47254,2009,5,18,138,0.517,9.107,May
47255,2009,5,19,139,0.911,9.501,May
47256,2009,5,20,140,0.959,9.549,May
47257,2009,5,21,141,0.847,9.437,May
47258,2009,5,22,142,0.8,9.39,May
47259,2009,5,23,143,0.813,9.403,May
47260,2009,5,24,144,1.01,9.6,May
47261,2009,5,25,145,1.185,9.775,May
47262,2009,5,26,146,1.446,10.036,May
47263,2009,5,27,147,1.282,9.872,May
47264,2009,5,28,148,1.207,9.797,May
47265,2009,5,29,149,1.123,9.713,May
47266,2009,5,30,150,1.016,9.606,May
47267,2009,5,31,151,1.203,9.793,May
47268,2009,6,1,152,1.005,9.594999999999999,June
47269,2009,6,2,153,0.897,9.487,June
47270,2009,6,3,154,0.886,9.475999999999999,June
47271,2009,6,4,155,0.935,9.525,June
47272,2009,6,5,156,0.841,9.431,June
47273,2009,6,6,157,0.499,9.089,June
47274,2009,6,7,158,0.339,8.929,June
47275,2009,6,8,159,0.305,8.895,June
47276,2009,6,9,160,0.4,8.99,June
47277,2009,6,10,161,0.344,8.934,June
47278,2009,6,11,162,0.377,8.967,June
47279,2009,6,12,163,0.549,9.139,June
47280,2009,6,13,164,0.898,9.488,June
47281,2009,6,14,165,1.14,9.73,June
47282,2009,6,15,166,1.149,9.739,June
47283,2009,6,16,167,1.025,9.615,June
47284,2009,6,17,168,1.062,9.652,June
47285,2009,6,18,169,0.962,9.552,June
47286,2009,6,19,170,0.965,9.555,June
47287,2009,6,20,171,0.997,9.587,June
47288,2009,6,21,172,1.096,9.686,June
47289,2009,6,22,173,0.946,9.536,June
47290,2009,6,23,174,0.927,9.517,June
47291,2009,6,24,175,0.913,9.503,June
47292,2009,6,25,176,0.936,9.526,June
47293,2009,6,26,177,0.976,9.565999999999999,June
47294,2009,6,27,178,1.043,9.633,June
47295,2009,6,28,179,1.34,9.93,June
47296,2009,6,29,180,1.29,9.879999999999999,June
47297,2009,6,30,181,1.252,9.842,June
47298,2009,7,1,182,0.948,9.538,July
47299,2009,7,2,183,0.941,9.531,July
47300,2009,7,3,184,0.738,9.328,July
47301,2009,7,4,185,0.75,9.34,July
47302,2009,7,5,186,0.835,9.425,July
47303,2009,7,6,187,1.019,9.609,July
47304,2009,7,7,188,1.105,9.695,July
47305,2009,7,8,189,0.884,9.474,July
47306,2009,7,9,190,0.887,9.477,July
47307,2009,7,10,191,0.993,9.583,July
47308,2009,7,11,192,1.162,9.751999999999999,July
47309,2009,7,12,193,1.242,9.832,July
47310,2009,7,13,194,1.246,9.836,July
47311,2009,7,14,195,0.986,9.576,July
47312,2009,7,15,196,0.938,9.528,July
47313,2009,7,16,197,0.844,9.434,July
47314,2009,7,17,198,0.854,9.443999999999999,July
47315,2009,7,18,199,1.18,9.77,July
47316,2009,7,19,200,1.235,9.825,July
47317,2009,7,20,201,1.183,9.773,July
47318,2009,7,21,202,1.425,10.015,July
47319,2009,7,22,203,1.332,9.922,July
47320,2009,7,23,204,1.304,9.894,July
47321,2009,7,24,205,0.922,9.512,July
47322,2009,7,25,206,0.765,9.355,July
47323,2009,7,26,207,0.783,9.373,July
47324,2009,7,27,208,0.866,9.456,July
47325,2009,7,28,209,0.913,9.503,July
47326,2009,7,29,210,0.899,9.489,July
47327,2009,7,30,211,0.918,9.508,July
47328,2009,7,31,212,0.931,9.521,July
47329,2009,8,1,213,0.776,9.366,August
47330,2009,8,2,214,0.909,9.499,August
47331,2009,8,3,215,0.935,9.525,August
47332,2009,8,4,216,1.033,9.623,August
47333,2009,8,5,217,1.005,9.594999999999999,August
47334,2009,8,6,218,1.023,9.613,August
47335,2009,8,7,219,0.818,9.408,August
47336,2009,8,8,220,0.561,9.151,August
47337,2009,8,9,221,0.536,9.126,August
47338,2009,8,10,222,0.526,9.116,August
47339,2009,8,11,223,0.73,9.32,August
47340,2009,8,12,224,0.987,9.577,August
47341,2009,8,13,225,1.089,9.679,August
47342,2009,8,14,226,1.299,9.889,August
47343,2009,8,15,227,1.279,9.869,August
47344,2009,8,16,228,1.178,9.768,August
47345,2009,8,17,229,1.006,9.596,August
47346,2009,8,18,230,0.984,9.574,August
47347,2009,8,19,231,1.036,9.626,August
47348,2009,8,20,232,0.917,9.507,August
47349,2009,8,21,233,0.848,9.438,August
47350,2009,8,22,234,0.782,9.372,August
47351,2009,8,23,235,0.678,9.268,August
47352,2009,8,24,236,0.637,9.227,August
47353,2009,8,25,237,0.829,9.419,August
47354,2009,8,26,238,0.872,9.462,August
47355,2009,8,27,239,0.985,9.575,August
47356,2009,8,28,240,0.984,9.574,August
47357,2009,8,29,241,0.833,9.423,August
47358,2009,8,30,242,0.543,9.133,August
47359,2009,8,31,243,0.361,8.951,August
47360,2009,9,1,244,0.435,9.025,September
47361,2009,9,2,245,0.708,9.298,September
47362,2009,9,3,246,0.886,9.475999999999999,September
47363,2009,9,4,247,0.869,9.459,September
47364,2009,9,5,248,0.944,9.533999999999999,September
47365,2009,9,6,249,0.869,9.459,September
47366,2009,9,7,250,0.763,9.353,September
47367,2009,9,8,251,0.687,9.277,September
47368,2009,9,9,252,0.607,9.197,September
47369,2009,9,10,253,0.841,9.431,September
47370,2009,9,11,254,1.235,9.825,September
47371,2009,9,12,255,1.538,10.128,September
47372,2009,9,13,256,1.583,10.173,September
47373,2009,9,14,257,1.547,10.137,September
47374,2009,9,15,258,1.508,10.097999999999999,September
47375,2009,9,16,259,1.512,10.102,September
47376,2009,9,17,260,1.491,10.081,September
47377,2009,9,18,261,1.433,10.023,September
47378,2009,9,19,262,1.304,9.894,September
47379,2009,9,20,263,1.028,9.618,September
47380,2009,9,21,264,1.131,9.721,September
47381,2009,9,22,265,1.085,9.675,September
47382,2009,9,23,266,1.096,9.686,September
47383,2009,9,24,267,1.15,9.74,September
47384,2009,9,25,268,1.225,9.815,September
47385,2009,9,26,269,1.262,9.852,September
47386,2009,9,27,270,1.455,10.045,September
47387,2009,9,28,271,1.162,9.751999999999999,September
47388,2009,9,29,272,0.913,9.503,September
47389,2009,9,30,273,0.741,9.331,September
47390,2009,10,1,274,0.739,9.329,October
47391,2009,10,2,275,0.671,9.261,October
47392,2009,10,3,276,0.668,9.258,October
47393,2009,10,4,277,0.886,9.475999999999999,October
47394,2009,10,5,278,0.991,9.581,October
47395,2009,10,6,279,1.176,9.766,October
47396,2009,10,7,280,0.959,9.549,October
47397,2009,10,8,281,0.76,9.35,October
47398,2009,10,9,282,0.774,9.364,October
47399,2009,10,10,283,0.732,9.322,October
47400,2009,10,11,284,0.771,9.361,October
47401,2009,10,12,285,0.66,9.25,October
47402,2009,10,13,286,0.797,9.387,October
47403,2009,10,14,287,0.944,9.533999999999999,October
47404,2009,10,15,288,0.946,9.536,October
47405,2009,10,16,289,1.052,9.642,October
47406,2009,10,17,290,1.137,9.727,October
47407,2009,10,18,291,1.115,9.705,October
47408,2009,10,19,292,1.065,9.655,October
47409,2009,10,20,293,1.064,9.654,October
47410,2009,10,21,294,1.031,9.621,October
47411,2009,10,22,295,1.141,9.731,October
47412,2009,10,23,296,1.167,9.757,October
47413,2009,10,24,297,1.032,9.622,October
47414,2009,10,25,298,0.711,9.301,October
47415,2009,10,26,299,0.56,9.15,October
47416,2009,10,27,300,0.496,9.086,October
47417,2009,10,28,301,0.486,9.076,October
47418,2009,10,29,302,0.644,9.234,October
47419,2009,10,30,303,0.781,9.371,October
47420,2009,10,31,304,0.677,9.267,October
47421,2009,11,1,305,0.36,8.95,November
47422,2009,11,2,306,0.431,9.020999999999999,November
47423,2009,11,3,307,0.637,9.227,November
47424,2009,11,4,308,0.903,9.493,November
47425,2009,11,5,309,0.991,9.581,November
47426,2009,11,6,310,1.073,9.663,November
